1632032640.0,3415.45000000,3419.53000000,3415.45000000,3418.84000000,57.23310000,1632032699999,195631.07049400,160,40.05270000,136905.42598200,0
1632032700.0,3419.24000000,3419.24000000,3415.52000000,3416.06000000,55.57050000,1632032759999,189872.42760700,190,22.14730000,75680.48464500,0
1632032760.0,3416.19000000,3417.79000000,3415.74000000,3417.58000000,36.56450000,1632032819999,124931.56159500,139,19.54180000,66767.97691400,0
1632032820.0,3417.57000000,3418.83000000,3416.01000000,3416.01000000,31.66180000,1632032879999,108208.73834700,153,17.24330000,58939.98588700,0
1632032880.0,3416.01000000,3418.56000000,3415.57000000,3418.43000000,44.93560000,1632032939999,153543.46316100,186,25.27820000,86377.04023400,0
1632032940.0,3418.27000000,3419.50000000,3416.03000000,3416.41000000,109.37280000,1632032999999,373808.16230100,240,50.51550000,172635.06423800,0
1632033000.0,3416.40000000,3418.05000000,3416.14000000,3418.05000000,44.73230000,1632033059999,152833.93527600,161,25.12110000,85831.10362900,0
1632033060.0,3418.22000000,3421.19000000,3417.90000000,3420.80000000,103.90380000,1632033119999,355316.68114300,259,73.06120000,249840.25877600,0
1632033120.0,3420.80000000,3422.21000000,3420.00000000,3421.41000000,96.71140000,1632033179999,330886.70514000,251,38.74600000,132562.18259600,0
1632033180.0,3421.42000000,3423.11000000,3421.18000000,3421.57000000,60.59860000,1632033239999,207376.63557400,200,15.24500000,52168.98798700,0
1632033240.0,3422.03000000,3426.16000000,3422.02000000,3424.73000000,51.10550000,1632033299999,175016.36146400,241,29.79210000,102026.17087900,0
1632033300.0,3424.73000000,3427.36000000,3424.73000000,3426.79000000,68.41470000,1632033359999,234424.44168000,195,30.48770000,104472.06689100,0
1632033360.0,3426.78000000,3427.41000000,3425.00000000,3427.34000000,91.30650000,1632033419999,312805.66532500,183,49.95080000,171125.01032000,0
1632033420.0,3427.38000000,3427.41000000,3425.46000000,3425.56000000,31.98190000,1632033479999,109583.30712000,155,14.05370000,48153.11429000,0
1632033480.0,3425.84000000,3427.03000000,3425.63000000,3426.34000000,27.78780000,1632033539999,95209.13171500,129,19.01820000,65161.78634500,0
1632033540.0,3426.25000000,3427.60000000,3426.25000000,3426.98000000,38.68140000,1632033599999,132561.23091900,166,22.69910000,77790.08049400,0
1632033600.0,3426.99000000,3428.34000000,3426.93000000,3427.82000000,68.63140000,1632033659999,235251.78575900,181,39.58460000,135684.97653200,0
1632033660.0,3427.78000000,3430.00000000,3427.78000000,3429.88000000,129.97210000,1632033719999,445712.59350500,330,75.85060000,260114.67536600,0
1632033720.0,3429.89000000,3430.36000000,3429.23000000,3429.25000000,58.22860000,1632033779999,199715.69491500,178,27.84400000,95498.12149900,0
1632033780.0,3429.24000000,3429.54000000,3424.83000000,3424.83000000,61.69860000,1632033839999,211452.27552400,207,19.57060000,67067.35282100,0
1632033840.0,3424.96000000,3427.40000000,3424.96000000,3427.08000000,46.46030000,1632033899999,159206.68156700,206,14.07650000,48229.72887700,0
1632033900.0,3427.09000000,3427.46000000,3425.00000000,3425.23000000,131.33150000,1632033959999,450025.35932200,261,40.57750000,139019.64161900,0
1632033960.0,3425.10000000,3425.10000000,3424.16000000,3424.16000000,6.68990000,1632034019999,22911.84101300,57,1.67380000,5732.03964500,0
